judul_film,ringkasan_sinopsis,genre
Si mamad,Sebuah kisah komik yang nyaris menjadi tragedi atau sebaliknya. Sebuah film Sjumandjaja yang tergolong berhasil dan menunjukkan jelas sikap sosialnya. Mamad (Mang Udel) terpaksa melanggar kejujuran dirinya dengan berkorupsi kecil-kecilan seperti mencuri kertas kantor ketika menghadapi kelahiran bayinya yang ketujuh. Perbuatan ini ternyata malah menyiksa dirinya apalagi ketika ia hendak menjelaskan duduk perkaranya kepada atasannya (Aedy Moward) yang bersikap realistis dan sebenarnya mengerti keadaannya apalagi dirinya bukan tidak bersih dari korupsi. Komedi yang tragis berangkat dari kesalahpahaman ini. Mamad yang selalu diganggu perasaan bersalah belum bisa lega sebelum bisa menjelaskan masalahnya sementara kesempatan untuk itu seolah selalu lepas bahkan puncaknya dirasa mengganggu oleh atasannya. Ia dipecat. Kesedihan mendalam dibawanya ke liang kubur.,Komedi
Siap Gan!,"Nina, seorang gadis putus sekolah, mencoba mengadu nasib di Surabaya. Ia terpaksa mengikuti jejak rekannya, Vivi, seorang pekerja seks komersial. Namun baru pada hari pertama ia bekerja, Nina terpaksa lari dari kejaran petugas ketertiban dan secara tak sengaja masuk dalam pusat pelatihan paskibraka. Di tempat itu Nina bertemu dengan seorang veteran pelaku sejarah, Pak Sakiran membangkitkan nasionalisme Nina. Pak Sukiranlah yang kemudian membuat Nina sangat ingin mengibarkan bendera merah putih dalam sebuah upacara bendera.",Komedi
Single,Seorang pria lajang putus asa mencari seorang gadis yang membawanya ke dalam perjalanan yang tak terlupakan,Komedi
Stip & Pensil,Tony Aghi Bubu dan Saras adalah anak anak orang kaya yang dimusuhi anak anak di SMU sekolahnya. Karena dibanding yang lain mereka selalu merasa sok jago dan songong. Suatu hari mereka mendapat tugas essay untuk menulis masalah sosial dari Pak Adam. Alih-alih menulis essay mereka malah sok bikin tindakan yang lebih kongkrit dengan membangun sekolah untuk anak anak orang miskin di kolong jembatan. Awalnya mereka menganggap hal itu enteng tapi ternyata hal itu tidak semudah yang mereka bayangkan. Karena banyak sekali rintangan di sekelilingnya yang menghadang. Mulai dari kepala suku pemulung disana Pak Toro Si anak kecil yang bengal Ucok dan Mak Rambe emaknya Ucok yang gak setuju anaknya ikut sekolah gratis yang diadakan Toni cs. Belum lagi ledekan teman teman di sekolahnya yang diketuai oleh Edwin yang selalu meremehkan mereka.,Komedi
Suami-suami takut istri: The movie,"Sebuah versi film dari sitkom populer Indonesia ""Suami Suami Takut Istri: The Movie"" mengikuti empat teman dekat yang bepergian berlibur ke Bali dengan istri-istri mereka yang mendominasi. Keempat istri (dengan dua anak perempuan di belakangnya) berpikir suami mereka membawa mereka pada bulan madu kedua yang romantis tetapi alasan sebenarnya untuk perjalanan ini adalah bahwa keempat orang itu telah secara diam-diam mendapatkan tiket untuk konser yang menampilkan gadis seksi grup ""Trio Ganas"" termasuk tetangga mereka Pretty.",Komedi
Suamu-suami takut istri,"sinetron yang ditayangkan di Trans TV setiap Senin hingga Jumat pukul 18.00 WIB sejak 15 Oktober 2007. Serial ini digarap oleh rumah produksi Multivision Plus di bawah arahan sutradara Sofyan De Surza. Komsit ini diperankan oleh Otis Pamutih sebagai Sarmili (Pak RT), Aty Fathiyah sebagai Sarmila (Bu RT), Marissa sebagai Sarmilila, Irfan Penyok sebagai Karyo, Putty Noor sebagai Sheila, Yanda Djaitov sebagai Tigor, Asri Pramawati sebagai Welas, Ozzol Ramdan sebagai Faisal, Melvy Noviza sebagai Deswita, mengangkat fenomena suami-suami yang tinggal di suatu area perumahan. Mereka semua memiliki kesamaan yaitu berada di bawah dominasi istri-istri mereka. Perasaan ""senasib sepenanggungan"" ini tumbuh makin kuat, sehingga mereka membentuk aliansi tidak resmi bagi suami-suami yang takut istri ini. Mereka saling mendukung dan mencela, saling menguatkan agar tidak lagi mau ditindas, walaupun seringkali sang pemberi nasihat justru masih takut istri juga. Para istri di kompleks perumahan tersebut juga membentuk perkumpulan yang sama. Mereka saling memberi dukungan agar tidak kehilangan kendali atas suami-suami mereka.Serial ini telah melebihi 600 episode.[1] Setelah sukses di televisi, komsit ini akan difilmkan[2] dan direncanakan akan ditayangkan pada Lebaran mendatang.[1]",Komedi
Sudah pasti tahan,Kisah tentang tiga serangkai (Dono Kasino Indro) bersama dua gadis cantik Linda (Sally Marcelina) dan Christin (Nurul Arifin) yang berhasil ditarik dari asrama putri untuk tinggal bersama mereka. Linda adalah pacar Kasino sementara Christin pacar Indro. Mereka berlima menjadi juri ratu pantai oleh seorang produser. Salah satu calon ratu pantai mencoba merayu Dono Kasino dan Indro. Linda dan Christin marah dan mengerjai tiga serangkai ini.,Komedi
Sule Ay Need You,Kasihan betul Sule.... Ayahnya petani yang kekayaannya pas-pasan harus jatuh miskin gara-gara gagal jadi lurah dan jadi sinting pula.Terpaksalah Sule ke Jakarta untuk minta tolong uak Salim adik ibunya yang konon kaya. Eh bukannya bantuan yang ia dapatkan tapi malah dikejar-kejar dan ditangkap polisi gara-gara dicurigai sebagai kaki-tangan seorang preman buron polisi. Ternyata rumah yang didatangi Sule memang benar milik uak Salim tapi dikontrakkan ke orang lain : si preman buron itulah!,Komedi
Sumpah (Ini) Pocong!,Sugandhi (Jarwo Kwat) seorang pejabat publik yang berambisi mempertahankan masa jabatannya untuk kedua kalinya. Semua musuh politik tampaknya sudah bisa dikendalikan. Ia optimis meraih masa depan segala cara dihalalkan. Istrinya Nani (Julia Perez) asyik untuk menikmati peran sebagai istri orang nomor satu. Ia selalu menjaga kebugaran dengan arahan instruktur tampan Fahmi (Agung Udijana) yang diam-diam ditaksirnya untuk dijadikan laki-laki simpanan. Suatu hari muncul tuduhan kelakuan tak senonoh mengancam kelanggengan kekuasaan Sugandhi. Atas saran penasehat spiritualnya Ki Bolon Sugandhi berani melakukan sumpah pocong untuk menjaga citra dan kelanggengan kekuasaannya. Asistennya yang setia Tatang (Udji Tonky) dengans sigap membawakan kain kafan. Masalahnya kain kafan itu milik seorang warga (Aming) yang tak sudi harus dikubur dengan kain sarung Tatang. Hantu pocong bersarung itu kemudian menuntut balas. Tak hanya pada Tatang tetapi juga Nani dan Sugandhi.,Komedi
Surga yang Tak Dirindukan 2,Meirose menyadari bahwa dirinya masih mencintai mantan suaminya Pras meskipun dia telah memutuskan untuk kembali kepada istri pertamanya Arini.,Komedi
Susah Sinyal,Ellen tidak menepati janjinya untuk menonton pertunjukan Kiara di kompetisi pertunjukan bakat antara sekolah menengah. Kiara marah dan pergi ke Sumba sendirian di mana dia bisa merasakan secercah kebahagiaan.,Komedi
Susahnya jadi perawan,Film ini bercerita tentang Halle (Nova Eliza) seorang musisi berbakat yang terpaksa bekerja sebagai pramusaji di sebuah bar untuk menghidupi dirinya. Halle memiliki cita-cita untuk memiliki pasangan yang sesuai dengan prinsip hidupnya. Selain itu ia juga mempunyai mimpi untuk menjadi seorang penyanyi yang sukses. Sayangnya kehidupan pribadi Halle tidak seperti harapannya.,Komedi
Suster keramas,Michiko pergi ke Indonesia untuk mencari saudarinya seorang perawat yang ternyata telah meninggal. Sementara itu di lain tempat sesosok hantu perawat gentayangan mengganggu Barry Arie dan Kayla.,Komedi
Suster keramas 2,Tiga pembalap motor pemandu wisata dan turis Jepang kebetulan bertemu di rumah sakit setelah terlibat dalam kecelakaan. Begitu mereka sampai di sana mereka merasakan hal-hal aneh terjadi di rumah sakit.,Komedi
Sweetheart,Tentang seorang gadis yang berseteru dengan sebuah geng di sekolah baru nya.,Komedi
Tak biasa,Tak biasa mengisahkan tentang seorang pemuda bernama abi (akhdiyat duta modjo) yang tengah mengalami berbagai kesialan dalam hidupnya. Semuanya diawali ketika abi yang berniat untuk bisa masuk fakultas ekonomi di universitas indonesia namun tidak berhasil. Hal tersebut tidak lepas dari hasil tes abi yang tidak memenuhi syarat. Abi merasa begitu kecewa padahal jurusan tersebut adalah yang selama ini ia inginkan. Hingga kemudian abi memutuskan untuk ikut kursus bimbingan belajar. Hal tersebut dilakukan abi untuk bisa memperbaiki nilainya. Namun ternyata niat abi untuk belajar di tempat bimbingan belajar menjadi melenceng ketika ia bertemu dengan seorang gadis bernama melisa (miea kusuma). Ia langsung jatuh hati dengan gadis tersebut. Abi kemudian melakukan berbagai cara untuk bisa mendekatinya. Ternyata cinta abi tidak bertepuk sebelah tangan karena ternyata melisa juga merasakan hal yang sama. Mereka berdua kemudian resmi berpacaran. Ketika hubungan tersebut tengah hangat-hangatnya abi dikagetkan dengan sebuah telepon dari melisa yang meminta putus. Ternyata keputusan melisa untuk meminta putus adalah hasil dari pengaruh teman-temannya. Tentu saja hal itu membuat abi menjadi patah hati. Tapi hal tersebut tidak berlangsung lama karena abi bertemu dengan gadis lain bernama nadya (melanie putria) yang membuatnya lupa dengan sakit hati yang ia miliki. Untuk mendapatkan nadya lebih sulit dari yang abi pernah bayangkan. Bahkan ia harus berpura-pura untuk menjadi tukang bungan untuk bisa mengatakan cintanya kepada nadya. Tapi semua tidak berujung sia-sia karena nadya menerima cinta abi. Tapi nasib sial belum mau pergi juga dari abi. Nadya ternyata harus melanjutkan pendidikannya ke prancis. Hal tersebut tentu saja membuat hubungan asmara mereka harus berhenti di tengah jalan. Untuk melupakan rasa patah hatinya abi memutuskan untuk pergi ke rumah pamannya yang berada di daerah perkebunan. Dan disana lagi-lagi abi jatuh cinta pada gadis setempat. Dia adalah ratna (evvie emerson). Namun seperti yang sudah bisa ditebak cinta milik abi kembali patah ketika mengetahui bahwa ratna sudah memiliki pasangan. Kehilangan tiga cinta sekaligus membuat abi mulai mempertanyakan nasib cintanya. Hingga kemudian salah satu sahabat abi menasehatinya bukan hanya untuk mencari cinta namun juga menanti cinta. Abi setuju ia pun kemudian mencoba bukan hanya mencari namun juga menanti. Hingga kemudian cinta sejati mendatangi abi. Tak biasa adalah sebuah film yang dirilis pada tahun 2001.,Komedi
Tak Kemal Maka Tak Sayang,Anda kenal Kemal ?? Yeahh..Kemal (17thn) pelajar SMU dari Samarinda yang pengen banget dapet gebetan cantik. Sayangnya ia seorang yang absurd spontan susah fokus apalagi ditebak! Ini menyebabkan dirinya berulang kali gagal dalam percintaan khususnya dalam hal “nembakcewe” (menyatakan cinta).. Wuiiihhhh.. Sakiitt !! Pijiittt !! Brutal !! Fatal !! Nah masalahnya adalah ceweyang sangat ingin ia tembak ialah Ramdan!! Raisya (17 thn) gadis tercantik di sekolahnya. Dan sayangnya Raisya adalah pacar Nanda (18thn) cowo GGS- Ganteng-Ganteng Seringgalau.. yang keren macho sekaligus jagoan disekolahnya.. Wuiiihhhh.. Sakiitt !Pijjiitt ! Brutal ! Sadiss Cyinn ! Usaha Kemal dalam menarik hati Raisya pun berbuntut pada duel antara dirinya dengan Nanda. Dibantu Khalil (17thn) teman dekatnya Kemal berhasil mengalahkan Nanda dengan cara yang unik !! Faigk!! Setelah menang Kemal memberanikan diri nembak Raisya. Dan hasilnya ?100 % Totally Disaster !! Kemal ditolak mentah setengah mateng oleh Raisya karena dianggap terlalu agresif Kemal pun kecewa abiezzz men..Dan sakitnya tuh disini..#nepok dengkul.Wuihhh.. Sakiitt !! Pijitt !! Brutal Uuull !! Lulus dari SMU Kemal pindah ke Jakarta dan kuliah dikampus kesenian jurusan teater. Ia bertemandengan Jovial (21 thn) dan Hifdzi (21 thn) dua mahlukyang sama-sama absurd spontan dan unik seperti dirinya. Lagi-lagi disitupun ia jatuh cinta pada Putri (21 thn) lawan mainnya dalam pentas drama Romeo dan Juliet. Dibantu kedua temannya Kemal mendekati Putri meski ia tak mau terlalu agresif karena takut gagal seperti dulu. Di sisi lain Putri justru berharap Kemal lebih agresif menyatakan cintanya. Konflik percintaan ini berlanjut hingga suatu saat Kemal menyadari bahwa ia tidak harus bersikap pasif terhadap Putri. Segera ia menembak Putri. Namun sayang..Ternyata Putri sudah memilih pria lain karena Kemal terlalu pasif selama ini. Kegagalan ini membuat Kemal putus asa bahkan sampai mengurung diri dan tertekan selama sekian waktu.Hingga ia diajak teman-temannya ke sebuah acara .... Stand Up Comedy. Disana Kemal melihat sebuah jalan untuk bisa mendapatkan wanita yang diidam-idamkannya yaitu dengan menjadi.. orang terkenal lewat panggung Stand Up Comedy. Akhirnya Kemal mengikuti audisi acara kejuaraan Stand Up Comedy.,Komedi
Tarsan Kota,"Darman (Awaludin) Slamet (Slamet Harto) pembantunya dan Ida (Ida Royani) anaknya pergi berburu ke hutan. Ida hilang saat Darman dan Slamet sedang mengejar harimau. Ternyata Ida berada di pondok Tarsan (Benyamin S). Perkenalan semakin akrab. Tarsan yang pada awalnya kagok berbahasa Indonesia kemudian mau diajak ke kota dan belajar menjadi orang kota biasa. Ternyata tak mudah termasuk diganggu kawan-kawan Ida yang tak suka. Tokoh Tarsan digambarkan seperti anak kecil sebagaimana lawakan-lawakan panggung yang memerankan anak hingga sebetulnya tidak penting betul apa itu Tarsan atau Benyamin. Tarsan di sini hanya diambil untuk eksploitasi kelucuan tentang hutan dan orang ""hutan"" atau ""desa"" yang masuk kota.",Komedi
The Gift,Ketika novelis Tiana jatuh cinta dengan Harun yang tunanetra ia tahu bahwa pasangan panti asuhannya Arie akan melamarnya pada saat yang sama. Apa yang terjadi sesudahnya adalah tiga makhluk manusia berusaha untuk mendefinisikan kembali cinta dan ketidakmampuan manusia yang mengarah pada pengorbanan yang hanya bisa dicintai oleh cinta.,Komedi
The God Babe,The god babe adalah sebuah film yang ingin memplesetkan sebuah judul film hollywood yang terkenal yaitu the god father namun dengan cerita yang sama sekali jauh berbeda. Adalah riyo (tora sudiro) seorang pemuda tampan dan memiliki pekerjaan yang mapan. Hidup riyo berjalan seperti seharusnya bahkan menjurus ke dalam kehidupan yang standar dengan segala kedatarannya. Hidup riyo jauh dari segala gejolak yang membutuhkan spontanitas maupun antisipasi darinya. Hingga sebuah peristiwa mengubah segala hidup riyo yang tadinya datar menjadi penuh kejutan. Diawali dari suatu pagi ketika riyo baru saja terbangun dari tidurnya. Pagi yang seharusnya menjadi pagi yang biasa saja kemudian berubah ketika riyo menyadari ada seorang gadis asing yang ternyata ikut tidur bersamanya. Gadis itu juga terkejut ketika terbangun dan menyadari ada riyo di sampingnya. Gadis yang bernama ola (revalina s. Temat) tersebut menduga bahwa ia telah diperkosa oleh riyo. Tentu saja riyo menolak hal tersebut karena ia semalam merasa tidak melakukan apapun terhadap ola bahkan riyo baru saja mengenal ola pagi itu setelah ia baru saja terbangun. Semua kejadian tersebut yang membingungkan tersebut membuat ola segeri pergi. Riyo sendiri masih dilanda kebingungan yang sangat. Ola langsung menceritakan hal yang ia alami tersebut kepada ketiga kakakknya. Dan ternyata ketiga kakak dari ola tersebut mengenali riyo sebagai teman kantor mereka. Hal tersebut membuat mereka bertiga menjadi geram bukan main dan menganggap riyo harus bertanggung jawab atas perbuatan yang ia lakukan terhadap adik mereka ola. Kemudian hal tersebut mereka ceritakan kepada jagoan betawi bernama mat jago (jaja mihardja) yang ternyata mereka kenal dengan baik. Mereka semua kemudian memutuskan untuk menemui riyo di kantor dan langsung menghajarnya disana. Setelah itu mereka semua memaksa riyo untuk menikahi ola sebagai bentuk pertanggung jawabannya. Riyo yang sudah geram dengan kejadian yang membuatnya bingung tersebut kemudian memaksa ola untuk periksa ke dokter apakah ia hamil atau tidak. Ternyata pemeriksaan dari dokter mengejutkan banyak pihak karena ternyata ola masih perawan. Namun ternyata masalah riyo tidak berhenti sampai disitu saja.,Komedi
The Maling Kuburan,Niko dan Imen dipaksa memasuki ke bisnis setelah ayah mereka gagal untuk membayar pinjamannya ia telah mengambil pelajaran di masa lalu.,Komedi
The Tarix Jabrix 3,The Tarix Jabrix mendapat tantangan terbesar dalam hidup mereka. Setelah gagal menjadi pahlawan saat menyelamatkan sebuah Panti dari kebakaran Cacing (Tria Changcut) yang bekerja di perusahaan asuransi diminta atasannya untuk bernegosiasi dengan musuh lama mereka geng motor Road Devils supaya tidak membuat kerusuhan lagi di Bandung yang sudah memakan banyak korban dan tagihan klaim asuransi yang menumpuk. Cacing langsung menyanggupi dan para sahabatnya Dadang (Erick Changcut) Mulder (Dipa Changcut) Ciko (Alda Changcut) dan Coki (Qibil Changcut) ikut menemani Cacing pulang ke Bandung. Mulder yang mendapat posisi sebagai wakil direktur di perusahaan papinya memutuskan mundur karena merasa papinya bekerjasama dengan orang asing untuk mengeksploitasi Indonesia. Namun saat The Tarix Jabrix yang kali ini berangkat tidak memakai motor mereka tetapi mobil perusahaan kantor berhasil dilumpuhkan oleh Road Devils yang sekarang sudah memiliki jenderal baru seorang gadis galak dan jagoan bernama Melly (Olivia Jensen). Bukan cuma uang negosiasi yang diambil namun mobil kantor dirusak dan yang paling memakan harga diri Cacing jaket kesayangannya juga disita oleh Melly karena Cacing kalah adu balap. Cacing malu berat emosinya bertambah saat ternyata Emak Cacing juga diserang oleh Road Devils. The Tarix Jabrix menyatakan perang dengan Road Devils dengan dibantu oleh Barokah (Eddi Brokoli) mantan jenderal Road Devils yang ingin menggulingkan Melly. The Tarix Jabrix membuat perjanjian dengan Road Devils mereka ingin mengadakan balapan ulang. Geng motor yang kalah harus dibubarkan. Melly menyanggupi. The Tarix Jabrix pun berlatih dengan Laksamana Roda Gila (Budi Dalton) supaya bisa mengalahkan Melly dan Road Devils. Dadang bertemu dengan Mayang (Kamidia Radisti) yang ternyata juga murid Laksamana Roda Gila. Hati Dadang pun berbunga-bunga menyangka dapat kesempatan untuk menyatakan cintanya ke Mayang. Namun Mayang menyimpan sebuah rahasia. Sementara itu atas ide Barokah Cacing berusaha mencari kelemahan Melly dengan berlagak PDKT ke Melly. Namun dasar Cacing maksud menjadi agen rahasia malah jatuh cinta betulan dengan Melly. Mulder yang minggat dari rumah berusaha dibujuk oleh papinya untuk kembali. Namun Mulder tetap menolak.,Komedi
